ChEMBLID,SMILES,pValue,StandType,grappolo
CHEMBL3649419,CC(C)C[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1,8.19,IC50,hCatL
CHEMBL3649418,CC(C)[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1,9.05,IC50,hCatL
CHEMBL3649393,CCCCNC(=O)C(=O)[C@H](CCC)NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1,8.11,IC50,hCatL
CHEMBL3649373,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)c1nc2ccccc2o1,7.67,IC50,hCatL
CHEMBL3671346,C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Br)cc4F)CNC3)C2)c(Cl)c1)C(F)(F)F,7.85,IC50,hCatL
CHEMBL3671324,COc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ccc(Cl)cn4)CN(C)C3)C2)c(Cl)c1,6.53,IC50,hCatL
CHEMBL3649381,CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2C(F)(F)F)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1,7.73,IC50,hCatL
CHEMBL3671350,Cc1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(c5ncc(Cl)cc5F)CCN4C(=O)OC(C)(C)C)C3)c(Cl)c2)ccn1,6.28,IC50,hCatL
CHEMBL3649388,O=C(NC1CC1)C(=O)C1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2C(=O)C2(c3ccc(Cl)cc3)CC2)CC1,5.17,IC50,hCatL
CHEMBL3648397,O=C(N[C@H](C(=O)N1C[C@H](F)[C@H]2OCC(=O)[C@H]21)C1CCCCC1)c1ccccc1,6.24,Ki,hCatL
CHEMBL3648401,C[C@H]1CC[C@H]([C@H](NC(=O)c2ccccc2)C(=O)N2C[C@H](Cl)[C@H]3OCC(=O)[C@H]32)CC1,5.85,Ki,hCatL
CHEMBL3671352,Cc1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(c5ncc(Cl)cc5F)CCN4)C3)c(Cl)c2)ccn1,7.06,IC50,hCatL
CHEMBL3649366,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2C(F)(F)F)CN1c1ccccc1[N+](=O)[O-])C(=O)c1nc2ccccc2o1,4.6,IC50,hCatL
CHEMBL3671351,Cc1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(c5ncc(Br)cc5F)CCN4C(=O)OC(C)(C)C)C3)c(Cl)c2)ccn1,6.18,IC50,hCatL
CHEMBL3649390,CC(C)C[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,7.74,IC50,hCatL
CHEMBL3671331,CC(C)(C)OC(=O)N1CC(C(=O)N2C[C@H](S(=O)(=O)c3ccccc3Cl)C[C@H]2C(=O)NC2(C#N)CC2)(c2ncc(Cl)cc2F)C1,6.71,IC50,hCatL
CHEMBL3649392,CCCCNC(=O)C(=O)[C@H](CC)NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1,7.95,IC50,hCatL
CHEMBL3649370,CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,8.33,IC50,hCatL
CHEMBL3671336,CCN1CC(C(=O)N2C[C@H](S(=O)(=O)c3ccccc3Cl)C[C@H]2C(=O)NC2(C#N)CC2)(c2ncc(Br)cc2F)C1,7.7,IC50,hCatL
CHEMBL3671337,N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccc(OCC(F)(F)F)cc3Cl)CN2C(=O)C2(c3ncc(Br)cc3F)CNC2)CC1,7.47,IC50,hCatL
CHEMBL3671323,COc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ccc(Cl)cn4)CNC3)C2)c(Cl)c1,7.42,IC50,hCatL
CHEMBL3649386,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1,8.01,IC50,hCatL
CHEMBL3648395,O=C(N[C@@H](CC1CCCCC1)C(=O)N1CC[C@H]2OCC(=O)[C@H]21)c1ccccc1,5.77,Ki,hCatL
CHEMBL3671328,N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccc(OCC(F)(F)F)cc3Cl)CN2C(=O)C2(c3ccc(Br)cn3)CNC2)CC1,7.13,IC50,hCatL
CHEMBL3648404,O=C(N[C@H](C(=O)N1C[C@H](F)[C@H]2OCC(=O)[C@H]21)C1CCCCC1)c1cccc(-n2cnnn2)c1,5.4,Ki,hCatL
CHEMBL3649411,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NCCc1cccc2ccccc12,8.07,IC50,hCatL
CHEMBL3649405,CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NCC,7.87,IC50,hCatL
CHEMBL3671333,N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2C(=O)C2(c3ncc(Cl)cc3F)CNC2)CC1,7.63,IC50,hCatL
CHEMBL3671322,COc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ccc(Cl)cn4)CN(C(=O)OC(C)(C)C)C3)C2)c(Cl)c1,5.97,IC50,hCatL
CHEMBL3671340,CC(C)(C)OC(=O)N1CCC1(C(=O)N1C[C@H](S(=O)(=O)c2ccc(F)cc2Cl)C[C@H]1C(=O)NC1(C#N)CC1)c1ncc(Br)cc1F,6.33,IC50,hCatL
CHEMBL3671358,C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Br)cc4F)CN(CC(F)F)C3)C2)c(Cl)c1)C(F)(F)F,8.3,IC50,hCatL
CHEMBL3671347,C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Cl)cc4F)CCN3)C2)c(Cl)c1)C(F)(F)F,7.23,IC50,hCatL
CHEMBL3649409,CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(F)cc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,8.03,IC50,hCatL
CHEMBL3649387,CC(C)(NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,5.51,IC50,hCatL
CHEMBL3649412,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NCc1cccc2ccccc12,8.03,IC50,hCatL
CHEMBL3649372,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(OCC(F)(F)F)cc2C(F)(F)F)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,7.2,IC50,hCatL
CHEMBL3649399,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(Cl)cc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CC1,7.97,IC50,hCatL
CHEMBL3649376,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Br)cc2)CC1)C(=O)C(=O)NC1CC1,8.09,IC50,hCatL
CHEMBL3649404,CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1,7.87,IC50,hCatL
CHEMBL3649398,CCCC(C)NC(=O)C(=O)[C@H](CCC)NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1,7.82,IC50,hCatL
CHEMBL3649375,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Br)cc2F)CC1)C(=O)C(=O)NC1CC1,7.98,IC50,hCatL
CHEMBL3671325,CC(C)(C)OC(=O)N1CC(C(=O)N2C[C@H](S(=O)(=O)c3ccc(OCC(F)(F)F)cc3Cl)C[C@H]2C(=O)NC2(C#N)CC2)(c2ccc(Cl)cn2)C1,5.91,IC50,hCatL
CHEMBL3671355,Cn1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(c5ncc(Br)cc5F)CCN4C(=O)OC(C)(C)C)C3)c(Cl)c2)cn1,5.93,IC50,hCatL
CHEMBL3649371,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(OCC(F)(F)F)cc2Cl)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1,7.26,IC50,hCatL
CHEMBL3649408,CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)N(C)C1CC1,6.55,IC50,hCatL
CHEMBL3671330,N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccc(OCC(F)(F)F)cc3Cl)CN2C(=O)C2(c3ccc(Br)cn3)CN(CC(F)F)C2)CC1,7.04,IC50,hCatL
CHEMBL3671359,C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Br)cc4F)CN(C=O)C3)C2)c(Cl)c1)C(F)(F)F,8.3,IC50,hCatL
CHEMBL3649384,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ncc(Br)cc2F)CC1)C(=O)C(=O)NC1CC1,7.38,IC50,hCatL
CHEMBL3649415,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NCC(C)C,8.59,IC50,hCatL
CHEMBL3649362,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(C)cc2C)CN1C(=O)OC(C)(C)C)C(=O)C(=O)NC1CC1,5.72,IC50,hCatL
CHEMBL3649380,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2C(F)(F)F)CN1C(=O)C1(c2ncc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1,7.49,IC50,hCatL
CHEMBL3649365,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(F)cc2C(F)(F)F)CN1c1cc(C)nn1C1CCC1)C(=O)C(=O)NC1CC1,6.26,IC50,hCatL
CHEMBL3649377,CCC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Br)cc2)CC1)C(=O)C(=O)NC1CC1,8.23,IC50,hCatL
CHEMBL3649413,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2)CC1)C(=O)C(=O)NC1CCOCC1,8.77,IC50,hCatL
CHEMBL3649374,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2Cl)CN1C(=O)C1(c2ccc(Cl)cc2F)CC1)C(=O)C(=O)NC1CC1,7.95,IC50,hCatL
CHEMBL3671329,N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccc(OCC(F)(F)F)cc3Cl)CN2C(=O)C2(c3ccc(Cl)cn3)CN(CC(F)F)C2)CC1,6.85,IC50,hCatL
CHEMBL3671345,C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Br)cc4F)CN(C(=O)OC(C)(C)C)C3)C2)c(Cl)c1)C(F)(F)F,7.05,IC50,hCatL
CHEMBL3805560,N#C[C@H](Cc1cn(CC(=O)O)nn1)NC(=O)[C@H](Cc1cccc(Br)c1)NC(=O)c1ccc(-c2ccccc2)cc1,4.93,Ki,hCatL
CHEMBL3805261,N#C[C@H](COCc1cn(CCC(=O)O)nn1)NC(=O)[C@H](Cc1cccc(Br)c1)NC(=O)c1ccc(-c2ccccc2)cc1,5.16,Ki,hCatL
CHEMBL3805093,N#C[C@H](COCc1cn(CC(=O)O)nn1)NC(=O)[C@H](Cc1cccc(Br)c1)NC(=O)c1ccc(-c2ccccc2)cc1,5.2,Ki,hCatL
CHEMBL3805885,COC(=O)Cn1cc(COC[C@@H](C#N)NC(=O)[C@H](Cc2cccc(Br)c2)NC(=O)c2ccc(-c3ccccc3)cc2)nn1,6.37,Ki,hCatL
CHEMBL3805060,N#C[C@H](CCOCc1cn(CCC(=O)O)nn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,5.72,Ki,hCatL
CHEMBL3805078,N#C[C@H](CCOCc1cn(CC(=O)O)nn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,5.67,Ki,hCatL
CHEMBL3804928,N#C[C@H](COCc1cn(CCC(=O)O)nn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,8.9,Ki,hCatL
CHEMBL3806231,N#C[C@H](COCc1cn(CC(=O)O)nn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,5.98,Ki,hCatL
CHEMBL3804975,N#CCNC(=O)[C@H](Cc1cccc(-c2ccccc2)c1)NC(=O)c1ccc(-c2ccccc2)cc1,6.15,Ki,hCatL
CHEMBL3805662,N#CCNC(=O)[C@H](Cc1cccc(Br)c1)NC(=O)c1ccc(-c2ccccc2)cc1,6.21,Ki,hCatL
CHEMBL3805807,N#CCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)c1ccc(-c2ccccc2)cc1,5.37,Ki,hCatL
CHEMBL3813784,O=C(COc1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O[C@H]1CCOC1,5.22,EC50,hCatL
CHEMBL3926874,N#Cc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(NC2CCCCC2)n1,6.87,IC50,hCatL
CHEMBL3954506,N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(NC2CCCCC2)n1,7.64,IC50,hCatL
CHEMBL3917915,COc1ccc(Nc2nc(C#N)nc(NC3CCCCC3)n2)cc1,6.65,IC50,hCatL
CHEMBL3899928,N#Cc1nc(NC[C@H](O)c2ccccc2)nc(N2CCNCC2)n1,7.35,IC50,hCatL
CHEMBL3927922,N#Cc1ccc(Nc2nc(C#N)nc(N3CCNCC3)n2)cc1,6.95,IC50,hCatL
CHEMBL3962225,N#Cc1nc(Nc2ccc([N+](=O)[O-])cc2)nc(N2CCNCC2)n1,7.77,IC50,hCatL
CHEMBL3893204,N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(N2CCNCC2)n1,7.77,IC50,hCatL
CHEMBL3930949,COc1ccc(Nc2nc(C#N)nc(N3CCNCC3)n2)cc1,7.77,IC50,hCatL
CHEMBL3912190,C/C(=C\[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)[N+](=O)[O-],6.55,Ki,hCatL
CHEMBL3902105,C/C(=C\[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)[N+](=O)[O-],5.7,Ki,hCatL
CHEMBL3661024,C#C[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)c2ccc(-c3csc(N4CCN(C)CC4)n3)cc2)[C@@H]2C(=O)CO[C@H]12,5.7,Ki,hCatL
CHEMBL3661025,C#C[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)c2ccc(-c3nc(N4CCN(C)CC4)sc3F)cc2)[C@@H]2C(=O)CO[C@H]12,5.77,Ki,hCatL
CHEMBL3661026,C#C[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)c2ccc(-c3csc(N4CCN(C)CC4)n3)c(F)c2)[C@@H]2C(=O)CO[C@H]12,5.85,Ki,hCatL
CHEMBL3661027,CC(C)=C[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)c2ccc(-c3nc(N4CCN(C)CC4)sc3F)cc2)[C@@H]2C(=O)CO[C@H]12,6.52,Ki,hCatL
CHEMBL3699007,CN(/N=C(/c1ccccc1)c1cccc(C(=O)c2ccccc2)c1)C(N)=S,7.98,IC50,hCatL
CHEMBL4114758,NC(=S)N/N=C(/c1ccccc1)c1cccc(C(O)c2ccccc2)c1,7.62,IC50,hCatL
CHEMBL3699008,NC(=S)N/N=C(/c1cc(Br)cc(C(=O)c2ccccc2F)c1)c1ccccc1F,8.09,IC50,hCatL
CHEMBL3699009,NC(=S)N/N=C(/c1ccc(F)cc1)c1cccc(C(=O)c2ccc(F)cc2)c1,7.61,IC50,hCatL
CHEMBL3938699,NC(=S)N/N=C(/c1ccccc1)c1cc(C(=O)c2ccccc2)cc(C(=O)c2ccccc2)c1,7.6,IC50,hCatL
CHEMBL3699012,COc1ccc(/C(=N/NC(N)=S)c2cccc(/C(=N/NC(N)=S)c3ccc(OC)cc3)c2)cc1,6.23,IC50,hCatL
CHEMBL4112360,C#C[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)c2ccc(-c3csc(N4CCN(C)CC4)n3)c(F)c2)C2C(=O)COC21,6.12,Ki,hCatL
CHEMBL4114767,CC(C)=C[C@@H]1CN(C(=O)[C@H](CC(C)C)NC(=O)c2ccc(-c3nc(N4CCN(C)CC4)sc3F)cc2)C2C(=O)COC21,6.52,Ki,hCatL
CHEMBL4111241,C#C[C@@H]1CN(C(=O)[C@@H](NC(=O)c2ccc(-c3nc(N4CCN(C)CC4)sc3F)cc2)C2CCCC2)C2C(=O)COC21,5.93,Ki,hCatL
CHEMBL4109839,N#CC1(NC(=O)[C@@H]2Cc3ccc(cc3)OC/C=C/COc3ccccc3C(=O)N2)CC1,7.05,IC50,hCatL
CHEMBL4112731,N#CC1(NC(=O)[C@@H]2Cc3ccc(cc3)OC/C=C/COc3cccc(c3)C(=O)N2)CC1,6.64,IC50,hCatL
CHEMBL4107440,N#CC1(NC(=O)[C@@H]2Cc3ccc(cc3)OC/C=C/CCc3ccccc3C(=O)N2)CC1,7.11,IC50,hCatL
CHEMBL4110750,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccccc3C(=O)N2)CC1,7.86,IC50,hCatL
CHEMBL4114537,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CCc3ccccc3C(=O)N2)CC1,8.02,IC50,hCatL
CHEMBL4111726,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cccc(c3)C(=O)N2)CC1,7.5,IC50,hCatL
CHEMBL3939597,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3ccccc3C(=O)N2)CC1,7.02,IC50,hCatL
CHEMBL4109425,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccc(Br)cc3C(=O)N2)CC1,7.61,IC50,hCatL
CHEMBL3914960,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3ccc(Br)cc3C(=O)N2)CC1,8.0,IC50,hCatL
CHEMBL4108512,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccc(Cl)cc3C(=O)N2)CC1,7.99,IC50,hCatL
CHEMBL3903780,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3ccc(Cl)cc3C(=O)N2)CC1,7.94,IC50,hCatL
CHEMBL4111530,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CCN3CCCC3C(=O)N2)CC1,6.06,IC50,hCatL
CHEMBL4106551,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CCN3C[C@@H](F)CC3C(=O)N2)CC1,6.02,IC50,hCatL
CHEMBL4114204,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CCN3CC(F)(F)CC3C(=O)N2)CC1,5.22,IC50,hCatL
CHEMBL4113950,CC1(C)CC2C(=O)N[C@H](C(=O)NC3(C#N)CC3)Cc3ccc(c(Cl)c3)OC/C=C/CCN2C1,6.78,IC50,hCatL
CHEMBL4109365,COc1ccc2c(c1)C(=O)N[C@H](C(=O)NC1(C#N)CC1)Cc1ccc(c(Cl)c1)OC/C=C/CO2,7.94,IC50,hCatL
CHEMBL3898304,COc1ccc2c(c1)C(=O)N[C@H](C(=O)NC1(C#N)CC1)Cc1ccc(c(Cl)c1)OCCCCO2,7.98,IC50,hCatL
CHEMBL4107132,COc1ccc2c(c1)CC/C=C/COc1ccc(cc1Cl)C[C@@H](C(=O)NC1(C#N)CC1)NC2=O,7.26,IC50,hCatL
CHEMBL4109672,Cc1ccc2c(n1)SC/C=C/COc1ccc(cc1Cl)C[C@@H](C(=O)NC1(C#N)CC1)NC2=O,7.58,IC50,hCatL
CHEMBL4071237,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,7.32,IC50,hCatL
CHEMBL4114847,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CNc3ccccc3C(=O)N2)CC1,7.27,IC50,hCatL
CHEMBL3945298,COc1ccc2c(c1)CCCCCOc1ccc(cc1Cl)C[C@@H](C(=O)NC1(C#N)CC1)NC2=O,6.93,IC50,hCatL
CHEMBL3917415,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(C(F)(F)F)ccc3C(=O)N2)CC1,7.3,IC50,hCatL
CHEMBL4071951,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(I)c3)OC/C=C/COc3ccccc3C(=O)N2)CC1,6.79,IC50,hCatL
CHEMBL4115352,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc4c(cc3C(=O)N2)CCCC4)CC1,7.8,IC50,hCatL
CHEMBL4110586,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(I)c3)OC/C=C/COc3ccc(Cl)cc3C(=O)N2)CC1,7.96,IC50,hCatL
CHEMBL3987059,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc4c(cc3C(=O)N2)CCCC4)CC1,7.89,IC50,hCatL
CHEMBL3913826,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(I)c3)OCCCCOc3ccccc3C(=O)N2)CC1,6.74,IC50,hCatL
CHEMBL3932399,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(I)c3)OCCCCOc3ccc(Cl)cc3C(=O)N2)CC1,7.92,IC50,hCatL
CHEMBL4115171,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccc(F)cc3C(=O)N2)CC1,7.8,IC50,hCatL
CHEMBL4112499,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3cc(Cl)ccc3C(=O)N2)CC1,7.14,IC50,hCatL
CHEMBL4109426,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccc(C(F)(F)F)cc3C(=O)N2)CC1,8.05,IC50,hCatL
CHEMBL3904797,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3ccc(F)cc3C(=O)N2)CC1,7.64,IC50,hCatL
CHEMBL3967123,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3cc(Cl)ccc3C(=O)N2)CC1,7.3,IC50,hCatL
CHEMBL3927728,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3ccc(C(F)(F)F)cc3C(=O)N2)CC1,8.05,IC50,hCatL
CHEMBL4110269,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/CNc3ccc(Br)cc3C(=O)N2)CC1,8.0,IC50,hCatL
CHEMBL4108574,CC(C)(C)OC(=O)N1CC(c2ccc3c(c2)C(=O)N[C@H](C(=O)NC2(C#N)CC2)Cc2ccc(c(Cl)c2)OC/C=C/CO3)C1,7.58,IC50,hCatL
CHEMBL4108364,N#Cc1ccc2c(c1)C(=O)N[C@H](C(=O)NC1(C#N)CC1)Cc1ccc(c(Cl)c1)OC/C=C/CO2,8.16,IC50,hCatL
CHEMBL4107237,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccc(C4CNC4)cc3C(=O)N2)CC1,8.28,IC50,hCatL
CHEMBL3966056,CC(C)(C)OC(=O)N1CC(c2ccc3c(c2)C(=O)N[C@H](C(=O)NC2(C#N)CC2)Cc2ccc(c(Cl)c2)OCCCCO3)C1,7.59,IC50,hCatL
CHEMBL3927619,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OCCCCOc3ccc(C4CNC4)cc3C(=O)N2)CC1,8.51,IC50,hCatL
CHEMBL4086987,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3c(F)cc(F)cc3C(=O)N2)CC1,8.04,IC50,hCatL
CHEMBL4112101,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3ccc(F)c(F)c3C(=O)N2)CC1,8.37,IC50,hCatL
CHEMBL3910337,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C\COc3ccc(F)c(F)c3C(=O)N2)CC1,7.27,IC50,hCatL
CHEMBL4093018,CSc1ccc2c(c1)C(=O)N[C@H](C(=O)NC1(C#N)CC1)Cc1ccc(c(Cl)c1)OC/C=C/CO2,8.8,IC50,hCatL
CHEMBL4110664,N#CC1(NC(=O)[C@@H]2Cc3ccc(c(Cl)c3)OC/C=C/COc3c(Cl)cc(F)cc3C(=O)N2)CC1,6.86,IC50,hCatL
