ChEMBLID,SMILES,pValue,StandType,grappolo
CHEMBL132595,COC(=O)C[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.37,IC50,hCatL
CHEMBL1790999,CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.66,IC50,hCatL
CHEMBL423447,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CNc1ccccc1)Cc1ccccc1,6.64,Ki,hCatL
CHEMBL77354,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(C(C)C)cn2)cc1,5.82,IC50,hCatL
CHEMBL336748,O=C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CNS(=O)(=O)c1cccc2ccccc12,6.82,IC50,hCatL
CHEMBL134565,O=C[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCc1ccccc1,6.96,IC50,hCatL
CHEMBL170242,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](CNc1ccc(N2CCOCC2)cc1)Cc1ccccc1,8.7,Ki,hCatL
CHEMBL169708,O=C(N[C@H](CCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1)OCc1ccccc1,8.05,Ki,hCatL
CHEMBL341577,CC(C)C[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.66,IC50,hCatL
CHEMBL132652,O=C[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccccc1)Cc1ccccc1,7.5,IC50,hCatL
CHEMBL353633,C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1,5.39,Ki,hCatL
CHEMBL171403,CC(C)[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)CNc1ccc(N2CCCCC2)cc1,9.0,Ki,hCatL
CHEMBL74142,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ncn(-c3ccccc3Cl)n2)cc1,5.64,IC50,hCatL
CHEMBL1791001,CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.48,IC50,hCatL
CHEMBL1790990,CC[C@@H](C)[C@H](NC(=O)NCc1ccccc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.21,IC50,hCatL
CHEMBL341197,CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@H](C=O)C(C)C,9.13,IC50,hCatL
CHEMBL1790993,CC[C@@H](C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.72,IC50,hCatL
CHEMBL1790997,CC[C@@H](C)[C@H](NC(=O)Nc1cccc(C)c1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.48,IC50,hCatL
CHEMBL1790992,CC[C@@H](C)[C@H](NC(=O)NC(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,7.52,IC50,hCatL
CHEMBL99195,CSCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,8.89,Ki,hCatL
CHEMBL135471,CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)NCC=O,7.02,IC50,hCatL
CHEMBL1790989,CC[C@@H](C)[C@H](NC(=O)Nc1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.7,IC50,hCatL
CHEMBL136252,CC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,9.01,IC50,hCatL
CHEMBL335007,CCCC(CCC)C(=O)N[C@H](C=O)Cc1c[nH]c2ccccc12,6.54,IC50,hCatL
CHEMBL1791004,CC[C@@H](C)[C@H](NS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,8.41,IC50,hCatL
CHEMBL306503,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(C(C)C)cc2)cc1,7.3,IC50,hCatL
CHEMBL300241,O=C(O)CNC(=O)c1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,6.05,IC50,hCatL
CHEMBL51776,COC(=O)CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1cc(NC(=O)CCC(=O)OC)ccc1-2,5.27,IC50,hCatL
CHEMBL50627,O=C1C(=O)c2cccnc2-c2ccccc21,6.22,IC50,hCatL
CHEMBL51314,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,6.3,IC50,hCatL
CHEMBL417727,Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,6.22,IC50,hCatL
CHEMBL50878,O=C(Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2)c1ccccc1F,6.4,IC50,hCatL
CHEMBL98540,CCC(C)[C@H](NC(=O)c1cccc(CN)c1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO,7.09,Ki,hCatL
CHEMBL99561,CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO,5.52,Ki,hCatL
CHEMBL100428,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)COCc1ccccc1,5.2,Ki,hCatL
CHEMBL285585,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H]1OC(=O)c1ccccc1)OCc1ccccc1,6.78,IC50,hCatL
CHEMBL97402,CCC(C)[C@H](NC(=O)c1cccc(C(N)=O)c1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO,6.1,Ki,hCatL
CHEMBL31363,CC(C)CO[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.04,IC50,hCatL
CHEMBL282602,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H]1Oc1ccccc1)OCc1ccccc1,7.77,IC50,hCatL
CHEMBL281518,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1CNC1=O)OCc1ccccc1,4.43,IC50,hCatL
CHEMBL30969,CCCCO[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,6.79,IC50,hCatL
CHEMBL97493,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO,6.19,Ki,hCatL
CHEMBL31272,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@@H]1Sc1ccccc1)OCc1ccccc1,7.82,IC50,hCatL
CHEMBL284984,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H]1OCc1ccccc1)OCc1ccccc1,5.4,IC50,hCatL
CHEMBL31788,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H]1Sc1ccccc1)OCc1ccccc1,10.0,IC50,hCatL
CHEMBL30957,CC(C)(C)O[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,6.11,IC50,hCatL
CHEMBL96987,CCCC[C@H](NC(=O)[C@@H](NC(=O)c1ccc(CN)cc1)C(C)CC)C(=O)CO,6.89,Ki,hCatL
CHEMBL100095,COCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,4.65,Ki,hCatL
CHEMBL30356,O=C(CCc1ccccc1)O[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.33,IC50,hCatL
CHEMBL100482,CC(C)C[C@H](NC(=O)c1ccc(CN)cc1)C(=O)N[C@@H](CCc1ccccc1)C(=O)CO,7.77,Ki,hCatL
CHEMBL287630,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@H]1S(=O)(=O)c1ccccc1)OCc1ccccc1,10.0,IC50,hCatL
CHEMBL327290,CCOCC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,4.78,Ki,hCatL
CHEMBL417303,CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.38,IC50,hCatL
CHEMBL99288,CCCC[C@H](NC(=O)[C@@H](NC(=O)c1cccc(C(N)=O)c1)C(C)CC)C(=O)CO,6.12,Ki,hCatL
CHEMBL30401,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N[C@@H]1Oc1ccccc1)OCc1ccccc1,8.59,IC50,hCatL
CHEMBL335426,Cc1cccc(C[C@H](Nc2ccc3c(c2)C(=O)OC3)C(=O)N[C@H](C#N)COCc2cccc(-n3cnnn3)c2)c1,5.62,IC50,hCatL
CHEMBL334717,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1,5.75,IC50,hCatL
CHEMBL336115,COC(=O)c1cccc(N[C@@H](Cc2cccc(C)c2)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1,6.68,IC50,hCatL
CHEMBL133508,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2ccccc2)c1,6.66,IC50,hCatL
CHEMBL334879,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2ccc(Cl)c(C(=O)O)c2)c1,5.85,IC50,hCatL
CHEMBL335269,N#C[C@H](COCc1cccc(C(=O)O)c1)NC(=O)[C@H](Cc1ccccc1)Nc1ccccc1,5.21,IC50,hCatL
CHEMBL133107,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2ccc(F)c(C(=O)O)c2)c1,5.85,IC50,hCatL
CHEMBL133785,Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2ccc(C(=O)O)cc2)c1,5.55,IC50,hCatL
CHEMBL131732,Cc1cccc(C[C@H](Nc2ccc3c(c2)C(=O)OC3(C)C)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1,6.25,IC50,hCatL
CHEMBL131688,Cc1cccc(C[C@H](Nc2ccc3c(c2)C(=O)OC3)C(=O)N[C@H](C#N)COCc2ccc(F)c(C(=O)O)c2)c1,5.96,IC50,hCatL
CHEMBL440590,N#CN1CCC(NC(=O)c2ccccc2)C1,5.76,IC50,hCatL
CHEMBL262697,N#CN1CCCC1,5.4,IC50,hCatL
CHEMBL8547,N#CN1CC(OCc2ccccc2)C1,7.0,IC50,hCatL
CHEMBL8577,N#CN1CC(CNC(=O)c2ccccc2)C1,6.19,IC50,hCatL
CHEMBL8123,N#CN1CCC1,6.37,IC50,hCatL
CHEMBL276169,N#CN1CC(CNS(=O)(=O)c2ccccc2)C1,7.3,IC50,hCatL
CHEMBL8796,N#CN1CC(CNC(=O)C2CCCCC2)C1,8.22,IC50,hCatL
CHEMBL8816,N#CN1CCC(NC(=O)c2ccc(-c3ccccc3)cc2)C1,6.07,IC50,hCatL
CHEMBL8726,N#CN1CC(OCC2CCCCC2)C1,7.0,IC50,hCatL
CHEMBL8563,N#CN1CCC(CNS(=O)(=O)c2ccccc2)C1,6.46,IC50,hCatL
CHEMBL8591,N#CN1CCCC1CNS(=O)(=O)c1ccccc1,4.94,IC50,hCatL
CHEMBL8517,N#CN1Cc2cc3ccccc3nc2C1,6.35,IC50,hCatL
CHEMBL275080,N#CN1CCC(NS(=O)(=O)c2ccccc2)C1,7.1,IC50,hCatL
CHEMBL8480,N#CN1CCCC1CNC(=O)c1ccccc1,4.64,IC50,hCatL
CHEMBL274616,N#CN1CCC(COCc2ccccc2)C1,6.82,IC50,hCatL
CHEMBL273229,N#CN1CCC(NC(=O)OCc2ccccc2)C1,7.27,IC50,hCatL
CHEMBL177914,O=C[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,9.07,IC50,hCatL
CHEMBL162631,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC1CCOCC1=O,6.07,Ki,hCatL
CHEMBL64245,O=C(NC1(C(=O)N[C@@H]2C(=O)N[C@@H]2Oc2ccccc2)CCCCC1)OCc1ccccc1,4.8,Ki,hCatL
CHEMBL423995,CC(C)C[C@@H](C(=O)NC1CN(C(=O)[C@H](CC(C)C)N(C)C(=O)OCc2ccccc2)CC1=O)N(C)C(=O)OCc1ccccc1,7.31,Ki,hCatL
CHEMBL57836,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NNC(=O)c1csc([C@H](CC(C)C)NC(=O)OCc2ccccc2)n1,6.16,Ki,hCatL
CHEMBL292513,CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,7.06,Ki,hCatL
CHEMBL64098,CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)[C@@H]1CCCC[C@@H]1NC(=O)OCc1ccccc1,5.43,Ki,hCatL
CHEMBL61805,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC1COCC1=O,5.58,Ki,hCatL
CHEMBL64612,O=C(NC1(C(=O)N[C@@H]2C(=O)N[C@H]2Oc2ccccc2)CCCCC1)OCc1ccccc1,5.47,Ki,hCatL
CHEMBL115676,CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@H](C=O)Cc1c[nH]c2ccccc12,8.72,IC50,hCatL
CHEMBL301683,COCC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,6.29,Ki,hCatL
CHEMBL281540,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,6.47,Ki,hCatL
CHEMBL62239,CC(C)C[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)NC1COCC1=O,6.6,Ki,hCatL
CHEMBL115394,O=CC(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,9.13,IC50,hCatL
CHEMBL349445,CC(=O)N1CC(=O)C(NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)C1,6.24,Ki,hCatL
CHEMBL2371402,CN[C@@H](CC(C)C)C(=O)N1CC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)C1.Cl,6.4,Ki,hCatL
CHEMBL118449,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC1CCN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,7.8,Ki,hCatL
CHEMBL62655,CC(=O)O[C@@H]1NC(=O)[C@H]1NC(=O)C1(NC(=O)OCc2ccccc2)CCCCC1,5.17,Ki,hCatL
CHEMBL426774,[N-]=[N+]=CC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,7.3,IC50,hCatL
CHEMBL3143389,CSC[C@@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCc1ccccc1,6.68,Ki,hCatL
CHEMBL3143397,CSC[C@@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)NCCc1ccccc1,6.57,Ki,hCatL
CHEMBL3143399,N=C(N)NCCC[C@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCc1ccccc1,7.35,Ki,hCatL
CHEMBL3143404,N=C(N)NCCC[C@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)NCCc1ccccc1,7.8,Ki,hCatL
CHEMBL3143391,N=C(N)NCCC[C@@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,6.77,Ki,hCatL
CHEMBL3143401,CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CSC)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NCCc1ccccc1,6.62,Ki,hCatL
CHEMBL2371032,CSC[C@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,6.03,Ki,hCatL
CHEMBL3143407,CSC[C@@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1,5.18,Ki,hCatL
CHEMBL3143398,N=C(N)NCCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NCCc1ccccc1,5.41,Ki,hCatL
CHEMBL3143396,CCC[C@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,6.31,Ki,hCatL
CHEMBL3143395,CSC[C@@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,6.7,Ki,hCatL
CHEMBL3143392,N=C(N)NCCC[C@@H](NC(=O)[C@H](CO)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,4.13,Ki,hCatL
CHEMBL3143405,N=C(N)NCCC[C@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,7.17,Ki,hCatL
CHEMBL3143408,CC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)NCCc1ccccc1,6.68,Ki,hCatL
CHEMBL3143406,CSC[C@@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,7.72,Ki,hCatL
CHEMBL3143402,N=C(N)NCCC[C@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)NCCc1ccccc1,6.57,Ki,hCatL
CHEMBL3143403,N=C(N)NCCC[C@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)NCCc1ccccc1,6.8,Ki,hCatL
CHEMBL3143390,N=C(N)NCCC[C@@H](NC(=O)[C@H](CS)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCc1ccccc1,7.68,Ki,hCatL
CHEMBL3143410,NC(=O)C[C@H](NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,4.42,Ki,hCatL
CHEMBL280587,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1ccccc1/C=C/c1ccc2ccccc2c1,5.21,Ki,hCatL
CHEMBL51128,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)C(=O)OCc1ccccc1)C(=O)C=O,7.05,Ki,hCatL
CHEMBL48837,CCCCOc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)C(=O)C=O)cc1,9.22,Ki,hCatL
CHEMBL48605,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)C=O,6.01,Ki,hCatL
CHEMBL119219,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC1CN(C(=O)c2ccc(Oc3ccccc3)cc2)CC1=O,7.26,Ki,hCatL
CHEMBL119285,CC(C)C[C@@H](CN1CC(=O)C(NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C1)NC(=O)OCc1ccccc1,6.92,Ki,hCatL
CHEMBL126122,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C=O,7.82,IC50,hCatL
CHEMBL123571,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC=O,5.37,IC50,hCatL
CHEMBL125553,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C=O,7.64,IC50,hCatL
CHEMBL124623,CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)CC(C)C,8.15,IC50,hCatL
CHEMBL122591,C[C@@H](C=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,8.52,IC50,hCatL
CHEMBL61887,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OCc2ccncc2)cc1,5.0,IC50,hCatL
CHEMBL60242,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)cc1,5.4,IC50,hCatL
CHEMBL64546,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccccc2)cc1,6.82,IC50,hCatL
CHEMBL64634,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCOCC2)cc1,5.0,IC50,hCatL
CHEMBL303517,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCCC2)cc1,5.22,IC50,hCatL
CHEMBL294260,COc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCC3CCCC3)cc2)cc1,6.24,IC50,hCatL
CHEMBL61471,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(OC)c2)cc1,6.89,IC50,hCatL
CHEMBL59605,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2ccc(OC)cc2)cc1,6.1,IC50,hCatL
CHEMBL60835,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NCCNc1ccc(OCc2ccccc2)cc1,5.16,IC50,hCatL
CHEMBL304918,COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cc3ccccc3[nH]2)cc1,7.05,IC50,hCatL
CHEMBL64604,CCc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OC)cc2)cc1,7.52,IC50,hCatL
CHEMBL59277,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCN(C)CC2)cc1,5.0,IC50,hCatL
CHEMBL304669,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCCNc1ccc(OC2CCCCC2)cc1,5.0,IC50,hCatL
CHEMBL58179,COc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCC(C)C)cc2)cc1,6.24,IC50,hCatL
CHEMBL59817,CCc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCc3ccccc3)cc2)cc1,5.89,IC50,hCatL
CHEMBL184514,CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1,5.43,IC50,hCatL
CHEMBL2111806,CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1,5.2,IC50,hCatL
CHEMBL123199,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C(C)(C)C)CC3)cc2)c1,5.78,IC50,hCatL
CHEMBL122149,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1,5.32,IC50,hCatL
CHEMBL29483,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CC(=O)C(NC(=O)[C@@H](CC(C)C)NC(=O)OCc2ccccc2)C1,7.41,Ki,hCatL
CHEMBL31947,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC1CCCN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,7.33,Ki,hCatL
CHEMBL124159,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCOCC3)cc2)c1,5.8,IC50,hCatL
CHEMBL122812,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C3CNCCN3)cc2)c1,6.47,IC50,hCatL
CHEMBL334074,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C34CCN(CC3)CC4)cc2)c1,5.65,IC50,hCatL
CHEMBL122513,CC(C)CC(NC(=O)c1ccccc1)C(=O)NCC#N,7.38,IC50,hCatL
CHEMBL117144,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCCC1,5.07,IC50,hCatL
CHEMBL281086,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC(NC(=O)[C@@H](CC(C)C)NC(=O)OCc2ccccc2)C(=O)C1,7.8,Ki,hCatL
CHEMBL121807,CC(C)CC(C(=O)NCC#N)c1cncc(-c2ccccc2)c1,6.08,IC50,hCatL
CHEMBL123291,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(CCO)CC3)cc2)c1,6.85,IC50,hCatL
CHEMBL116402,CCCC[C@@H](C=O)NC(=O)O[C@@H](C)CC1CCCCC1,6.57,IC50,hCatL
CHEMBL284939,CC(C)C[C@H](NC(=O)c1cc2cc(OCCN3CCOCC3)ccc2o1)C(=O)N[C@H]1CCCN(C(=O)Cc2cccc(-c3ccccn3)c2)CC1=O,9.31,Ki,hCatL
CHEMBL125656,CC(C)CC(C(=O)N(CC#N)OC(=O)C(F)(F)F)c1cccc(-c2ccncc2)c1,5.24,IC50,hCatL
CHEMBL123227,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1,5.33,IC50,hCatL
CHEMBL122424,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccccn2)c1,5.25,IC50,hCatL
CHEMBL122318,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc3cc[nH]c3c2)c1,5.57,IC50,hCatL
CHEMBL122879,CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(CC(C)(C)O)CC3)cc2)c1,5.02,IC50,hCatL
CHEMBL123200,CC(=O)CN1CCN(c2ccc(-c3cccc(C(CC(C)C)C(=O)NCC#N)c3)cc2)CC1,5.67,IC50,hCatL
CHEMBL116724,CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCC1,5.92,IC50,hCatL
